antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset(['Tea']),frozenset(['Alfajores']),0.141643059490085,0.0360927499737698,0.006714930227678103,0.047407407407407405,1.3134883720930233,0.0016026426959826635,1.0118777508051406
frozenset(['Juice']),frozenset(['Cookies']),0.03829608645472668,0.054034204175847235,0.0060854055188332805,0.15890410958904108,2.9408059582391273,0.004016106964202681,1.1246824608332762
frozenset(['Cookies']),frozenset(['Juice']),0.054034204175847235,0.03829608645472668,0.0060854055188332805,0.11262135922330097,2.9408059582391277,0.004016106964202681,1.0837582395532073
frozenset(['Spanish Brunch']),frozenset(['Coffee']),0.0180463749868849,0.4750813136082258,0.010806840835169447,0.5988372093023256,1.2604941346864986,0.00223334530053354,1.3084929573823938
frozenset(['Coffee']),frozenset(['Spanish Brunch']),0.4750813136082258,0.0180463749868849,0.010806840835169447,0.022747349823321553,1.2604941346864984,0.00223334530053354,1.0048103986574883
frozenset(['Coke']),frozenset(['Sandwich']),0.019305424404574546,0.07134613366907984,0.005141118455566048,0.266304347826087,3.732568734015346,0.003763751065458956,1.2657208252214023
frozenset(['Sandwich']),frozenset(['Coke']),0.07134613366907984,0.019305424404574546,0.005141118455566048,0.07205882352941177,3.732568734015346,0.003763751065458956,1.0568499388350068
"frozenset(['Coffee', 'Bread'])",frozenset(['Medialuna']),0.08939250865596475,0.061378659112370164,0.006714930227678103,0.07511737089201878,1.2238353196099674,0.0012281379116840432,1.0148545462389094
frozenset(['Medialuna']),"frozenset(['Coffee', 'Bread'])",0.061378659112370164,0.08939250865596475,0.006714930227678103,0.10940170940170939,1.2238353196099674,0.0012281379116840432,1.0224671447912872
frozenset(['Tea']),frozenset(['Soup']),0.141643059490085,0.03420417584723534,0.00902318749344245,0.06370370370370369,1.8624539877300608,0.004178403379103167,1.0315066159859432
frozenset(['Soup']),frozenset(['Tea']),0.03420417584723534,0.141643059490085,0.00902318749344245,0.26380368098159507,1.8624539877300612,0.004178403379103167,1.1659348441926345
frozenset(['Keeping It Local']),frozenset(['Coffee']),0.0066100094428706326,0.4750813136082258,0.0053509600251809885,0.8095238095238095,1.7039689550731953,0.0022106680560992314,2.7558231035568146
frozenset(['Coffee']),frozenset(['Keeping It Local']),0.4750813136082258,0.0066100094428706326,0.0053509600251809885,0.011263250883392226,1.7039689550731953,0.0022106680560992314,1.00470624910491
frozenset(['Tea']),frozenset(['Scone']),0.141643059490085,0.034309096632042804,0.00828874199979016,0.058518518518518525,1.7056269113149851,0.003429096584486646,1.0257141774561307
frozenset(['Scone']),frozenset(['Tea']),0.034309096632042804,0.141643059490085,0.00828874199979016,0.24159021406727832,1.705626911314985,0.003429096584486646,1.1317851594626702
