antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset(['cottage cheese']),frozenset(['spaghetti']),0.03186241834422077,0.17411011865084655,0.006932409012131715,0.21757322175732213,1.2496299666169015,0.001384839573716527,1.0555490996922334
frozenset(['spaghetti']),frozenset(['cottage cheese']),0.17411011865084655,0.03186241834422077,0.006932409012131715,0.039816232771822356,1.2496299666169015,0.001384839573716527,1.0082836376734032
"frozenset(['olive oil', 'mineral water'])",frozenset(['shrimp']),0.027596320490601255,0.07145713904812692,0.004532728969470737,0.16425120772946858,2.2985975917513874,0.002560774858957169,1.1110310532776746
"frozenset(['olive oil', 'shrimp'])",frozenset(['mineral water']),0.008132249033462205,0.23836821757099053,0.004532728969470737,0.5573770491803278,2.338302710235816,0.0025942592625209406,1.7207236565988733
"frozenset(['mineral water', 'shrimp'])",frozenset(['olive oil']),0.023596853752832957,0.0658578856152513,0.004532728969470737,0.19209039548022597,2.91674100505501,0.0029786900741368507,1.1562458338888149
frozenset(['olive oil']),"frozenset(['mineral water', 'shrimp'])",0.0658578856152513,0.023596853752832957,0.004532728969470737,0.06882591093117409,2.91674100505501,0.0029786900741368507,1.0485720744480447
frozenset(['mineral water']),"frozenset(['olive oil', 'shrimp'])",0.23836821757099053,0.008132249033462205,0.004532728969470737,0.01901565995525727,2.338302710235816,0.0025942592625209406,1.011094377838181
frozenset(['shrimp']),"frozenset(['olive oil', 'mineral water'])",0.07145713904812692,0.027596320490601255,0.004532728969470737,0.06343283582089551,2.2985975917513874,0.002560774858957169,1.038263689675374
frozenset(['cooking oil']),frozenset(['grated cheese']),0.0510598586855086,0.0523930142647647,0.005732568990801226,0.11227154046997388,2.1428723284103666,0.0030573890863345044,1.0674513986370444
frozenset(['grated cheese']),frozenset(['cooking oil']),0.0523930142647647,0.0510598586855086,0.005732568990801226,0.1094147582697201,2.1428723284103666,0.0030573890863345044,1.0655242158188434
"frozenset(['nan', 'ham'])",frozenset(['ground beef']),0.026529796027196375,0.09825356619117451,0.004932675643247567,0.18592964824120603,1.8923450358986247,0.00232602857325107,1.1077008662219523
"frozenset(['nan', 'ground beef'])",frozenset(['ham']),0.09825356619117451,0.026529796027196375,0.004932675643247567,0.05020352781546812,1.892345035898625,0.00232602857325107,1.024925057611366
frozenset(['ham']),"frozenset(['nan', 'ground beef'])",0.026529796027196375,0.09825356619117451,0.004932675643247567,0.18592964824120603,1.8923450358986247,0.00232602857325107,1.1077008662219523
frozenset(['ground beef']),"frozenset(['nan', 'ham'])",0.09825356619117451,0.026529796027196375,0.004932675643247567,0.05020352781546812,1.892345035898625,0.00232602857325107,1.024925057611366
frozenset(['whole wheat rice']),frozenset(['cooking oil']),0.058525529929342755,0.0510598586855086,0.005465937874950006,0.09339407744874714,1.8291095951515726,0.002477632587263261,1.0466952815001551
frozenset(['cooking oil']),frozenset(['whole wheat rice']),0.0510598586855086,0.058525529929342755,0.005465937874950006,0.10704960835509138,1.8291095951515728,0.002477632587263261,1.0543412925060285
frozenset(['cottage cheese']),frozenset(['green tea']),0.03186241834422077,0.13211571790427942,0.006399146780429276,0.200836820083682,1.5201584131661945,0.0021896205067160664,1.0859913268108754
frozenset(['green tea']),frozenset(['cottage cheese']),0.13211571790427942,0.03186241834422077,0.006399146780429276,0.0484359233097881,1.5201584131661945,0.0021896205067160664,1.0174171192162007
frozenset(['burgers']),frozenset(['tomatoes']),0.0871883748833489,0.06839088121583789,0.008265564591387815,0.09480122324159021,1.3861675936358053,0.002302674801338757,1.0291762900081791
frozenset(['tomatoes']),frozenset(['burgers']),0.06839088121583789,0.0871883748833489,0.008265564591387815,0.12085769980506822,1.3861675936358053,0.002302674801338757,1.0382979239131753
"frozenset(['whole wheat pasta', 'nan'])",frozenset(['mineral water']),0.029462738301559793,0.23836821757099053,0.009598720170643914,0.32579185520361986,1.3667587840505329,0.0025757397569405533,1.1296686168913497
"frozenset(['mineral water', 'nan'])",frozenset(['whole wheat pasta']),0.23823490201306494,0.029462738301559793,0.009598720170643914,0.04029099048684946,1.3675236182889494,0.0025796675983352415,1.0112828493615817
frozenset(['whole wheat pasta']),"frozenset(['mineral water', 'nan'])",0.029462738301559793,0.23823490201306494,0.009598720170643914,0.32579185520361986,1.3675236182889494,0.0025796675983352415,1.1298663533900177
frozenset(['mineral water']),"frozenset(['whole wheat pasta', 'nan'])",0.23836821757099053,0.029462738301559793,0.009598720170643914,0.040268456375838924,1.3667587840505329,0.0025757397569405533,1.0112591048466264
"frozenset(['mineral water', 'frozen vegetables', 'nan'])",frozenset(['ground beef']),0.03572856952406346,0.09825356619117451,0.009198773496867084,0.25746268656716415,2.6203902468660765,0.005688314126218535,1.214412282717413
"frozenset(['mineral water', 'nan', 'ground beef'])",frozenset(['frozen vegetables']),0.040927876283162246,0.09532062391681109,0.009198773496867084,0.2247557003257329,2.3578916197808706,0.005297502793966003,1.1669603716703318
"frozenset(['frozen vegetables', 'nan', 'ground beef'])",frozenset(['mineral water']),0.01693107585655246,0.23836821757099053,0.009198773496867084,0.5433070866141732,2.2792765417745597,0.005162943123381443,1.667710971870417
"frozenset(['mineral water', 'frozen vegetables'])","frozenset(['nan', 'ground beef'])",0.03572856952406346,0.09825356619117451,0.009198773496867084,0.25746268656716415,2.6203902468660765,0.005688314126218535,1.214412282717413
"frozenset(['mineral water', 'nan'])","frozenset(['frozen vegetables', 'ground beef'])",0.23823490201306494,0.01693107585655246,0.009198773496867084,0.03861219921656407,2.280552018294859,0.005165200299205539,1.0225519018884404
"frozenset(['mineral water', 'ground beef'])","frozenset(['frozen vegetables', 'nan'])",0.040927876283162246,0.09532062391681109,0.009198773496867084,0.2247557003257329,2.3578916197808706,0.005297502793966003,1.1669603716703318
"frozenset(['frozen vegetables', 'nan'])","frozenset(['mineral water', 'ground beef'])",0.09532062391681109,0.040927876283162246,0.009198773496867084,0.0965034965034965,2.3578916197808706,0.005297502793966003,1.0615117158785434
"frozenset(['frozen vegetables', 'ground beef'])","frozenset(['mineral water', 'nan'])",0.01693107585655246,0.23823490201306494,0.009198773496867084,0.5433070866141732,2.2805520182948587,0.005165200299205539,1.6680028869713919
"frozenset(['nan', 'ground beef'])","frozenset(['mineral water', 'frozen vegetables'])",0.09825356619117451,0.03572856952406346,0.009198773496867084,0.09362279511533243,2.6203902468660765,0.005688314126218535,1.0638743177556367
frozenset(['mineral water']),"frozenset(['frozen vegetables', 'nan', 'ground beef'])",0.23836821757099053,0.01693107585655246,0.009198773496867084,0.03859060402684564,2.2792765417745597,0.005162943123381443,1.0225289333149996
frozenset(['frozen vegetables']),"frozenset(['mineral water', 'nan', 'ground beef'])",0.09532062391681109,0.040927876283162246,0.009198773496867084,0.0965034965034965,2.3578916197808706,0.005297502793966003,1.0615117158785434
frozenset(['ground beef']),"frozenset(['mineral water', 'frozen vegetables', 'nan'])",0.09825356619117451,0.03572856952406346,0.009198773496867084,0.09362279511533243,2.6203902468660765,0.005688314126218535,1.0638743177556367
"frozenset(['spaghetti', 'nan', 'ground beef'])",frozenset(['tomatoes']),0.03919477403012932,0.06839088121583789,0.005599253432875617,0.14285714285714285,2.088833194096352,0.0029186882978994347,1.086877305248189
"frozenset(['spaghetti', 'nan', 'tomatoes'])",frozenset(['ground beef']),0.020930542594320756,0.09825356619117451,0.005599253432875617,0.267515923566879,2.7227095558686014,0.003542752980667325,1.2310799139824833
"frozenset(['nan', 'tomatoes', 'ground beef'])",frozenset(['spaghetti']),0.011731769097453673,0.17411011865084655,0.005599253432875617,0.4772727272727273,2.741211889182793,0.0035566337233336226,1.5799632512766413
"frozenset(['spaghetti', 'nan'])","frozenset(['tomatoes', 'ground beef'])",0.17411011865084655,0.011731769097453673,0.005599253432875617,0.03215926493108729,2.7412118891827926,0.0035566337233336226,1.021106257562283
"frozenset(['nan', 'ground beef'])","frozenset(['spaghetti', 'tomatoes'])",0.09825356619117451,0.020930542594320756,0.005599253432875617,0.05698778833107192,2.722709555868602,0.003542752980667325,1.0382362447596916
"frozenset(['nan', 'tomatoes'])","frozenset(['spaghetti', 'ground beef'])",0.06839088121583789,0.03919477403012932,0.005599253432875617,0.08187134502923976,2.0888331940963516,0.0029186882978994347,1.046482125100942
"frozenset(['spaghetti', 'ground beef'])","frozenset(['nan', 'tomatoes'])",0.03919477403012932,0.06839088121583789,0.005599253432875617,0.14285714285714285,2.088833194096352,0.0029186882978994347,1.086877305248189
"frozenset(['spaghetti', 'tomatoes'])","frozenset(['nan', 'ground beef'])",0.020930542594320756,0.09825356619117451,0.005599253432875617,0.267515923566879,2.7227095558686014,0.003542752980667325,1.2310799139824833
"frozenset(['tomatoes', 'ground beef'])","frozenset(['spaghetti', 'nan'])",0.011731769097453673,0.17411011865084655,0.005599253432875617,0.4772727272727273,2.741211889182793,0.0035566337233336226,1.5799632512766413
frozenset(['spaghetti']),"frozenset(['nan', 'tomatoes', 'ground beef'])",0.17411011865084655,0.011731769097453673,0.005599253432875617,0.03215926493108729,2.7412118891827926,0.0035566337233336226,1.021106257562283
frozenset(['ground beef']),"frozenset(['spaghetti', 'nan', 'tomatoes'])",0.09825356619117451,0.020930542594320756,0.005599253432875617,0.05698778833107192,2.722709555868602,0.003542752980667325,1.0382362447596916
frozenset(['tomatoes']),"frozenset(['spaghetti', 'nan', 'ground beef'])",0.06839088121583789,0.03919477403012932,0.005599253432875617,0.08187134502923976,2.0888331940963516,0.0029186882978994347,1.046482125100942
"frozenset(['soup', 'mineral water', 'nan'])",frozenset(['spaghetti']),0.023063591521130515,0.17411011865084655,0.007465671243834155,0.3236994219653179,1.859164903646133,0.003450066587575463,1.2211876023367825
"frozenset(['soup', 'spaghetti', 'nan'])",frozenset(['mineral water']),0.014264764698040262,0.23836821757099053,0.007465671243834155,0.5233644859813084,2.1956135399025696,0.004065404708692709,1.5979333474490982
"frozenset(['spaghetti', 'mineral water', 'nan'])",frozenset(['soup']),0.05972536995067324,0.05052659645380616,0.007465671243834155,0.125,2.473944591029024,0.004447951578282207,1.08511246119565
"frozenset(['soup', 'mineral water'])","frozenset(['spaghetti', 'nan'])",0.023063591521130515,0.17411011865084655,0.007465671243834155,0.3236994219653179,1.859164903646133,0.003450066587575463,1.2211876023367825
"frozenset(['soup', 'nan'])","frozenset(['mineral water', 'spaghetti'])",0.05052659645380616,0.05972536995067324,0.007465671243834155,0.14775725593667546,2.473944591029024,0.004447951578282207,1.103294380150758
"frozenset(['soup', 'spaghetti'])","frozenset(['mineral water', 'nan'])",0.014264764698040262,0.23823490201306494,0.007465671243834155,0.5233644859813084,2.1968421988504723,0.0040673064237571055,1.598213048717687
"frozenset(['mineral water', 'nan'])","frozenset(['soup', 'spaghetti'])",0.23823490201306494,0.014264764698040262,0.007465671243834155,0.03133743704532736,2.1968421988504723,0.0040673064237571055,1.0176249945029474
"frozenset(['mineral water', 'spaghetti'])","frozenset(['soup', 'nan'])",0.05972536995067324,0.05052659645380616,0.007465671243834155,0.125,2.473944591029024,0.004447951578282207,1.08511246119565
"frozenset(['spaghetti', 'nan'])","frozenset(['soup', 'mineral water'])",0.17411011865084655,0.023063591521130515,0.007465671243834155,0.042879019908116385,1.859164903646133,0.003450066587575463,1.0207031595787228
frozenset(['soup']),"frozenset(['spaghetti', 'mineral water', 'nan'])",0.05052659645380616,0.05972536995067324,0.007465671243834155,0.14775725593667546,2.473944591029024,0.004447951578282207,1.103294380150758
frozenset(['mineral water']),"frozenset(['soup', 'spaghetti', 'nan'])",0.23836821757099053,0.014264764698040262,0.007465671243834155,0.03131991051454139,2.1956135399025696,0.004065404708692709,1.0176065824017921
frozenset(['spaghetti']),"frozenset(['soup', 'mineral water', 'nan'])",0.17411011865084655,0.023063591521130515,0.007465671243834155,0.042879019908116385,1.859164903646133,0.003450066587575463,1.0207031595787228
"frozenset(['turkey', 'nan'])",frozenset(['tomatoes']),0.06252499666711105,0.06839088121583789,0.006532462338354886,0.10447761194029852,1.5276541270256905,0.0022563227182738343,1.040296849308981
"frozenset(['nan', 'tomatoes'])",frozenset(['turkey']),0.06839088121583789,0.06252499666711105,0.006532462338354886,0.09551656920077972,1.5276541270256903,0.0022563227182738343,1.0364755963572674
frozenset(['turkey']),"frozenset(['nan', 'tomatoes'])",0.06252499666711105,0.06839088121583789,0.006532462338354886,0.10447761194029852,1.5276541270256905,0.0022563227182738343,1.040296849308981
frozenset(['tomatoes']),"frozenset(['turkey', 'nan'])",0.06839088121583789,0.06252499666711105,0.006532462338354886,0.09551656920077972,1.5276541270256903,0.0022563227182738343,1.0364755963572674
"frozenset(['mineral water', 'nan'])",frozenset(['herb & pepper']),0.23823490201306494,0.04946007199040128,0.017064391414478068,0.07162842753217682,1.4482071022071652,0.00528127601028568,1.0238787530760416
"frozenset(['herb & pepper', 'nan'])",frozenset(['mineral water']),0.04946007199040128,0.23836821757099053,0.017064391414478068,0.34501347708894875,1.447397142977743,0.00527468221319324,1.1628205402516978
frozenset(['mineral water']),"frozenset(['herb & pepper', 'nan'])",0.23836821757099053,0.04946007199040128,0.017064391414478068,0.07158836689038031,1.447397142977743,0.00527468221319324,1.0238345730609413
frozenset(['herb & pepper']),"frozenset(['mineral water', 'nan'])",0.04946007199040128,0.23823490201306494,0.017064391414478068,0.34501347708894875,1.4482071022071654,0.00528127601028568,1.1630240796426046
"frozenset(['frozen smoothie', 'nan'])",frozenset(['low fat yogurt']),0.0631915744567391,0.07652313024930009,0.007199040127982935,0.11392405063291138,1.4887531425043001,0.0023634230451715444,1.0422096101472182
"frozenset(['nan', 'low fat yogurt'])",frozenset(['frozen smoothie']),0.07638981469137449,0.06332489001466471,0.007199040127982935,0.09424083769633507,1.488211628547809,0.0023616635144110276,1.0341326358797633
frozenset(['frozen smoothie']),"frozenset(['nan', 'low fat yogurt'])",0.06332489001466471,0.07638981469137449,0.007199040127982935,0.11368421052631579,1.4882116285478093,0.0023616635144110276,1.0420780000512997
frozenset(['low fat yogurt']),"frozenset(['frozen smoothie', 'nan'])",0.07652313024930009,0.0631915744567391,0.007199040127982935,0.09407665505226481,1.4887531425043004,0.0023634230451715444,1.0340923774265995
"frozenset(['spaghetti', 'green tea'])",frozenset(['chocolate']),0.026529796027196375,0.1638448206905746,0.007065724570057326,0.2663316582914573,1.625511610125485,0.002718954897023817,1.1396909635792851
"frozenset(['spaghetti', 'chocolate'])",frozenset(['green tea']),0.03919477403012932,0.13211571790427942,0.007065724570057326,0.18027210884353742,1.3645016028611243,0.001887478860970784,1.058746800564904
"frozenset(['green tea', 'chocolate'])",frozenset(['spaghetti']),0.023463538194907346,0.17411011865084655,0.007065724570057326,0.30113636363636365,1.7295741681748573,0.0029804851509733377,1.181761131036187
frozenset(['spaghetti']),"frozenset(['green tea', 'chocolate'])",0.17411011865084655,0.023463538194907346,0.007065724570057326,0.04058192955589587,1.7295741681748573,0.0029804851509733377,1.017842473357902
frozenset(['green tea']),"frozenset(['spaghetti', 'chocolate'])",0.13211571790427942,0.03919477403012932,0.007065724570057326,0.053481331987891026,1.3645016028611243,0.001887478860970784,1.0150937941749913
frozenset(['chocolate']),"frozenset(['spaghetti', 'green tea'])",0.1638448206905746,0.026529796027196375,0.007065724570057326,0.04312449145646867,1.6255116101254847,0.002718954897023817,1.0173425856144351
"frozenset(['mineral water', 'frozen vegetables', 'spaghetti'])",frozenset(['milk']),0.011998400213304892,0.12958272230369283,0.004532728969470737,0.37777777777777777,2.9153406492912666,0.0029779436065414805,1.3988849105833507
"frozenset(['mineral water', 'frozen vegetables', 'milk'])",frozenset(['spaghetti']),0.011065191307825623,0.17411011865084655,0.004532728969470737,0.40963855421686746,2.3527555858964186,0.0026061671979709018,1.3989563296322394
"frozenset(['mineral water', 'spaghetti', 'milk'])",frozenset(['frozen vegetables']),0.01573123583522197,0.09532062391681109,0.004532728969470737,0.28813559322033894,3.0228043143297376,0.003033217754674882,1.2708591235454318
"frozenset(['frozen vegetables', 'spaghetti', 'milk'])",frozenset(['mineral water']),0.008265564591387815,0.23836821757099053,0.004532728969470737,0.5483870967741935,2.300588150393303,0.002562481070603731,1.6864703753785208
"frozenset(['mineral water', 'frozen vegetables'])","frozenset(['spaghetti', 'milk'])",0.03572856952406346,0.03546193840821224,0.004532728969470737,0.12686567164179102,3.5775165525754677,0.0032657246375948695,1.104684617549569
"frozenset(['mineral water', 'spaghetti'])","frozenset(['frozen vegetables', 'milk'])",0.05972536995067324,0.023596853752832957,0.004532728969470737,0.07589285714285714,3.216227804681194,0.0031233981494108564,1.056590844248142
"frozenset(['mineral water', 'milk'])","frozenset(['frozen vegetables', 'spaghetti'])",0.04799360085321957,0.027862951606452472,0.004532728969470737,0.09444444444444444,3.389606592238171,0.003195485591478084,1.07352557491312
"frozenset(['frozen vegetables', 'spaghetti'])","frozenset(['mineral water', 'milk'])",0.027862951606452472,0.04799360085321957,0.004532728969470737,0.16267942583732056,3.389606592238171,0.003195485591478084,1.1369676424095834
"frozenset(['frozen vegetables', 'milk'])","frozenset(['mineral water', 'spaghetti'])",0.023596853752832957,0.05972536995067324,0.004532728969470737,0.19209039548022597,3.216227804681194,0.0031233981494108564,1.163836430200915
"frozenset(['spaghetti', 'milk'])","frozenset(['mineral water', 'frozen vegetables'])",0.03546193840821224,0.03572856952406346,0.004532728969470737,0.12781954887218044,3.577516552575468,0.0032657246375948695,1.1055870711491342
frozenset(['mineral water']),"frozenset(['frozen vegetables', 'spaghetti', 'milk'])",0.23836821757099053,0.008265564591387815,0.004532728969470737,0.01901565995525727,2.300588150393303,0.002562481070603731,1.0109584780562135
frozenset(['frozen vegetables']),"frozenset(['mineral water', 'spaghetti', 'milk'])",0.09532062391681109,0.01573123583522197,0.004532728969470737,0.04755244755244755,3.0228043143297376,0.003033217754674882,1.03340993594393
frozenset(['spaghetti']),"frozenset(['mineral water', 'frozen vegetables', 'milk'])",0.17411011865084655,0.011065191307825623,0.004532728969470737,0.026033690658499233,2.3527555858964186,0.0026061671979709018,1.0153686007484117
frozenset(['milk']),"frozenset(['mineral water', 'frozen vegetables', 'spaghetti'])",0.12958272230369283,0.011998400213304892,0.004532728969470737,0.03497942386831276,2.9153406492912666,0.0029779436065414805,1.023814024512439
frozenset(['turkey']),frozenset(['whole wheat rice']),0.06252499666711105,0.058525529929342755,0.007065724570057326,0.11300639658848616,1.9308906168798057,0.0034064160062842624,1.0614219386133132
frozenset(['whole wheat rice']),frozenset(['turkey']),0.058525529929342755,0.06252499666711105,0.007065724570057326,0.12072892938496584,1.9308906168798057,0.0034064160062842624,1.0661956644122752
"frozenset(['mineral water', 'frozen vegetables', 'nan'])",frozenset(['shrimp']),0.03572856952406346,0.07145713904812692,0.007199040127982935,0.2014925373134328,2.8197677656493645,0.004645978767511263,1.1628480688556169
"frozenset(['mineral water', 'nan', 'shrimp'])",frozenset(['frozen vegetables']),0.023463538194907346,0.09532062391681109,0.007199040127982935,0.3068181818181818,3.218801652892562,0.00496248102794844,1.3051112310708302
"frozenset(['frozen vegetables', 'nan', 'shrimp'])",frozenset(['mineral water']),0.01666444474070124,0.23836821757099053,0.007199040127982935,0.432,1.8123221476510067,0.003226766138331713,1.3409010254031857
"frozenset(['mineral water', 'frozen vegetables'])","frozenset(['nan', 'shrimp'])",0.03572856952406346,0.0713238234902013,0.007199040127982935,0.2014925373134328,2.8250383596038495,0.0046507419416912475,1.1630150247879723
"frozenset(['mineral water', 'nan'])","frozenset(['frozen vegetables', 'shrimp'])",0.23823490201306494,0.01666444474070124,0.007199040127982935,0.0302182428651371,1.813336317851147,0.00322898776807984,1.0139761322841123
"frozenset(['mineral water', 'shrimp'])","frozenset(['frozen vegetables', 'nan'])",0.023596853752832957,0.09532062391681109,0.007199040127982935,0.30508474576271183,3.200616332819722,0.004949773305789152,1.301855687534345
"frozenset(['frozen vegetables', 'nan'])","frozenset(['mineral water', 'shrimp'])",0.09532062391681109,0.023596853752832957,0.007199040127982935,0.07552447552447553,3.2006163328197226,0.004949773305789152,1.0561698178013985
"frozenset(['frozen vegetables', 'shrimp'])","frozenset(['mineral water', 'nan'])",0.01666444474070124,0.23823490201306494,0.007199040127982935,0.432,1.813336317851147,0.00322898776807984,1.3411357358924911
"frozenset(['nan', 'shrimp'])","frozenset(['mineral water', 'frozen vegetables'])",0.0713238234902013,0.03572856952406346,0.007199040127982935,0.10093457943925234,2.82503835960385,0.0046507419416912475,1.0725264351447528
frozenset(['mineral water']),"frozenset(['frozen vegetables', 'nan', 'shrimp'])",0.23836821757099053,0.01666444474070124,0.007199040127982935,0.030201342281879196,1.8123221476510067,0.003226766138331713,1.0139584618244672
